Country,Longitude,Latitude,Average_Tone
UnitedStates,-87.1014,32.3168,-2.0
UnitedStates,-87.3389,41.5561,4.0
UnitedStates,-87.5031,44.4583,-1.0
UnitedStates,-87.5628,38.3567,3.0
UnitedStates,-87.5998,41.7898,-1.0
UnitedStates,-87.8501,42.3092,0.0
UnitedStates,-87.9065,43.0389,0.0
UnitedStates,-88.0198,44.5192,-2.0
UnitedStates,-88.2073,40.1106,-1.0
UnitedStates,-88.2485,30.4035,-3.0
UnitedStates,-88.2943,42.1656,-1.0
UnitedStates,-89.6812,32.7673,0.0
UnitedStates,-89.939,34.6545,4.0
UnitedStates,-90.6375,41.4912,-2.0
UnitedStates,-91.6721,30.2846,0.0
UnitedStates,-91.8749,31.1801,-1.0
UnitedStates,-92.1066,46.7833,1.0
UnitedStates,-92.3809,34.9513,0.0
UnitedStates,-92.4418,35.0993,0.0
UnitedStates,-92.6335,44.6108,0.0
UnitedStates,-93.2638,44.98,-1.0
UnitedStates,-93.2982,37.2153,0.0
UnitedStates,-93.4708,44.8547,-3.0
UnitedStates,-93.6519,41.6014,-3.0
UnitedStates,-94.0335,34.8668,-3.0
UnitedStates,-94.3502,36.9167,0.0
UnitedStates,-94.8119,48.0122,0.0
UnitedStates,-94.8656,45.9747,4.0
UnitedStates,-95.2477,38.9581,0.0
UnitedStates,-95.3898,45.6502,4.0
UnitedStates,-95.5691,29.0444,0.0
UnitedStates,-95.597,43.6283,1.0
UnitedStates,-95.983,28.5947,-1.0
UnitedStates,-96.8005,38.5111,1.0
UnitedStates,-96.8067,32.7831,-1.0
UnitedStates,-97.0,38.0,0.0
UnitedStates,-97.3375,37.6922,0.0
UnitedStates,-97.3964,27.8006,2.0
UnitedStates,-97.6336,26.467,0.0
UnitedStates,-97.9914,36.5631,-5.0
UnitedStates,-98.0336,30.0502,1.0
UnitedStates,-98.2883,41.1289,0.0
UnitedStates,-99.793,47.5362,0.0
Uruguay,-55.225,-34.37,-1.0
Uzbekistan,72.1833,41.0333,-5.0
Venezuela,-66.9167,10.5,-1.0
Vietnam,105.17,21.4067,-8.0
Vietnam,106.0,16.0,0.0
Vietnam,106.682,20.8561,-5.0
Zambia,23.1047,-13.5432,-7.0
Zimbabwe,26.4833,-18.3667,-4.0
Zimbabwe,26.8667,-17.9833,-3.0
Zimbabwe,27.1217,-18.9106,-3.0
Zimbabwe,28.8,-16.5167,-9.0
Zimbabwe,30.0,-20.0,-1.0
Zimbabwe,30.8277,-20.0637,-4.0
