Country,Longitude,Latitude,Average_Tone,Mentions
UnitedStates,-73.1929,42.5126,0,28
UnitedStates,-73.2121,44.4759,3,28
UnitedStates,-73.2596,41.4087,3,14
UnitedStates,-73.3518,41.6751,2,16
UnitedStates,-73.8243,40.9601,3,7
UnitedStates,-74.0282,40.6968,3,26
UnitedStates,-74.1496,40.5834,3,14
UnitedStates,-74.2813,40.9715,2,10
UnitedStates,-74.3188,41.1826,3,6
UnitedStates,-74.906,38.9351,1,10
UnitedStates,-74.9384,42.1497,2,1774
UnitedStates,-75.1316,39.8679,9,4
UnitedStates,-75.1638,39.9523,1,148
UnitedStates,-75.5232,41.9601,4,4
UnitedStates,-75.5244,39.1582,6,12
UnitedStates,-75.9519,37.3079,1,8
UnitedStates,-75.978,36.8529,3,2
UnitedStates,-76.2852,36.8468,1,43
UnitedStates,-76.383,38.5168,5,14
UnitedStates,-76.6608,39.2646,2,24
UnitedStates,-76.7902,39.0724,3,83
UnitedStates,-76.8147,34.6946,3,1
UnitedStates,-76.9183,42.6129,2,5
UnitedStates,-77.0003,38.889,2,11
UnitedStates,-77.0262,38.8964,0,14
UnitedStates,-77.0726,38.9073,0,25
UnitedStates,-77.264,40.5773,2,433
UnitedStates,-78.6386,35.7721,2,119
UnitedStates,-78.9361,42.7112,3,5
UnitedStates,-79.0086,34.6182,1,6
UnitedStates,-79.3759,39.6237,6,10
UnitedStates,-79.4612,33.0882,2,3
UnitedStates,-79.7625,36.4646,1,88
UnitedStates,-79.8626,32.7941,2,30
UnitedStates,-79.912,32.8591,1,2
UnitedStates,-80.0512,26.767,1,4
UnitedStates,-80.0851,42.1292,1,8
UnitedStates,-80.1439,26.0523,3,2
UnitedStates,-80.2787,25.7195,1,5
UnitedStates,-80.5331,35.9335,3,2
UnitedStates,-80.672,28.5392,2,4
UnitedStates,-81.2414,42.149,0,16
UnitedStates,-81.2915,28.4586,1,10
UnitedStates,-81.4173,26.4187,2,8
UnitedStates,-81.717,27.8333,2,439
UnitedStates,-81.9915,36.3126,3,6
UnitedStates,-83.0458,42.3314,2,60
UnitedStates,-83.229,36.082,2,1
UnitedStates,-83.5783,41.6645,0,62
UnitedStates,-83.7263,42.2709,1,6
UnitedStates,-84.6155,40.7714,0,1
UnitedStates,-84.6514,37.669,2,65
UnitedStates,-85.3097,35.0456,6,4
UnitedStates,-86.7489,35.7449,2,192
UnitedStates,-86.7844,36.1659,5,5
UnitedStates,-87.582,40.8275,1,10
UnitedStates,-87.6501,41.85,2,93
UnitedStates,-88.492,44.6111,4,1
UnitedStates,-88.7668,44.8,4,5
UnitedStates,-89.0022,40.3363,1,409
UnitedStates,-89.3704,42.8536,2,2
UnitedStates,-89.6385,44.2563,2,109
UnitedStates,-89.7001,29.4502,4,2
UnitedStates,-89.9381,29.3741,2,2
UnitedStates,-90.2443,32.3132,1,2
UnitedStates,-90.4434,38.7711,1,4
UnitedStates,-90.5788,41.5095,3,10
UnitedStates,-91.7835,44.3666,3,16
UnitedStates,-92.302,38.4623,1,109
UnitedStates,-93.1402,32.9621,3,4
UnitedStates,-93.1491,44.8969,3,10
UnitedStates,-93.201,43.1536,3,5
UnitedStates,-93.214,42.0046,2,97
UnitedStates,-93.6622,40.0947,4,8
UnitedStates,-93.9196,45.7326,3,229
UnitedStates,-93.9288,29.8988,3,4
UnitedStates,-94.7527,29.318,0,86
UnitedStates,-95.3633,29.7633,2,58
UnitedStates,-95.4311,47.6919,0,20
UnitedStates,-96.6836,40.7833,2,2
UnitedStates,-96.9247,35.5376,2,245
UnitedStates,-97.0247,40.0378,0,10
UnitedStates,-97.0329,47.9253,1,10
UnitedStates,-97.2629,46.7744,0,18
UnitedStates,-97.4445,35.204,3,18
UnitedStates,-98.3087,45.5527,2,1
UnitedStates,-98.7084,46.9105,2,10
UnitedStates,-99.34,38.8724,1,44
VaticanCity,12.45,41.9,3,20
Venezuela,-63.5643,10.1787,2,3
Venezuela,-64.3213,8.45192,0,6
Vietnam,105.85,21.0333,2,7
Vietnam,106.667,10.3333,3,4
Vietnam,107.0,11.0,1,8
Yemen,43.4514,15.6683,2,20
Zambia,27.0,-12.0,1,4
Zambia,28.2833,-15.4167,1,20
Zimbabwe,31.0447,-17.8178,4,32
Angola,18.5,-12.5,4,48
Antarctica,32.3438,-85.6221,1,15
Armenia,45.36,39.8718,1,4
Australia,115.767,-32.0,1,30
Australia,133.25,-24.5833,2,12
Australia,136.884,-30.4559,1,8
Australia,140.567,-34.2333,1,40
Australia,145.571,-36.7556,4,12
Australia,146.806,-19.2664,3,10
Australia,147.129,-41.4361,1,3
Australia,147.28,-43.29,2,30
Australia,147.914,-42.5018,1,40
Australia,148.067,-19.8833,2,470
Australia,149.333,-23.65,1,6
Australia,150.89,-32.2612,2,9
Australia,150.897,-23.3893,4,155
Australia,151.371,-33.4298,1,4
Australia,153.033,-27.45,0,6
Australia,153.091,-26.5333,4,4
Bahamas,-77.35,25.0833,3,168
Bahamas,-77.5833,25.0333,3,17
Bangladesh,89.1354,21.8745,2,22
Bangladesh,89.6149,22.4708,1,5
Bangladesh,90.5167,23.5333,1,20
Bangladesh,91.4167,24.3833,0,8
Belgium,4.0,50.8333,1,136
Bolivia,-68.15,-16.5,2,4
Botswana,24.0,-22.0,2,15
Brazil,-37.55,-7.58333,1,52
Brazil,-39.9167,-3.93333,2,5
Brazil,-46.6167,-23.5333,2,57
Brazil,-47.9167,-15.7833,4,101
Bulgaria,24.9333,41.7667,2,6
Cambodia,105.0,13.0,0,42
Cambodia,106.019,12.4881,0,50
Cameroon,11.55,3.73333,1,1
Canada,-108.083,59.4667,1,10
Canada,-110.183,54.465,2,9
Canada,-117.283,56.2333,2,25
Canada,-118.0,65.0,3,210
Canada,-120.333,50.6667,2,10
Canada,-120.7,53.6167,0,10
Canada,-121.933,50.6833,2,4
Canada,-123.133,49.25,2,253
Canada,-123.233,49.3,2,20
Canada,-125.9,49.1333,1,1
Canada,-126.7,54.55,7,4
Canada,-128.7,54.0,2,51
Canada,-129.133,53.6667,2,10
Canada,-131.117,56.05,1,8
Canada,-70.8833,45.5833,2,10
Canada,-73.5833,45.5,1,226
Canada,-73.75,45.4333,2,4
Canada,-79.2333,42.8833,2,3
Canada,-89.2333,48.4,3,10
Canada,-95.0,60.0,2,1477
Canada,-97.1667,49.8833,1,16
Canada,-97.7167,52.15,4,25
Chile,-70.7833,-33.7333,2,15
Chile,-72.6667,-42.8986,2,1
Chile,-72.7,-45.4,1,12
Chile,-73.9667,-46.6667,2,4
China,101.551,21.4686,2,24
China,105.0,35.0,2,819
China,111.117,22.2,2,10
China,112.422,33.415,3,1
China,113.453,23.1114,4,3
China,116.274,27.7481,3,4
China,121.458,31.2222,3,14
China,92.4,31.7,4,9
Colombia,-74.4,4.6,0,8
CostaRica,-84.0,10.0,2,83
CostaRica,-84.8388,9.97615,3,10
Croatia,14.1811,45.1367,2,10
Cuba,-84.57,21.9583,3,3
Cyprus,33.95,35.125,4,10
CzechRepublic,14.4667,50.0833,1,2
DominicanRepublic,-68.3656,18.5269,1,5
DominicanRepublic,-69.7972,18.5439,0,10
Ecuador,-78.5,-0.216667,2,8
Egypt,31.2274,30.0676,1,20
Egypt,31.25,30.05,1,26
ElSalvador,-89.1728,13.5814,2,4
EquatorialGuinea,-10.0,11.0,1,6
Fiji,175.0,-18.0,1,10
France,4.52338,48.5556,2,30
France,5.73333,45.6333,2,165
Gabon,11.4,2.15,6,5
Gabon,11.75,-1.0,1,15
Georgia,44.4183,41.3787,4,10
Germany,10.0,53.55,1,12
Germany,13.0,51.0,1,13
Germany,13.4,52.5167,2,15
Germany,14.6333,51.9333,2,6
Guam,145.096,13.2613,6,8
Guyana,-58.1615,6.8094,1,11
Honduras,-86.5,15.0,1,1
HongKong,113.921,22.3079,3,8
HongKong,113.941,22.2614,1,10
HongKong,114.267,22.3833,1,5
Iceland,-18.0,65.0,0,39
India,72.7333,19.65,0,8
India,72.8258,18.975,0,42
India,72.85,19.5167,0,5
India,74.05,21.7833,4,2
India,75.0,14.0,0,3
India,75.3333,19.8833,4,20
India,75.75,12.4167,1,6
India,75.8167,26.9167,2,11
India,76.0,28.0,0,2
India,76.5,10.0,2,54
India,77.2167,28.6667,1,35
India,77.4,23.2667,2,20
India,77.8667,9.16667,1,10
India,78.0,11.0,3,14
India,80.2672,12.9953,2,40
India,80.2833,13.0833,3,15
India,80.35,26.4667,3,10
India,81.85,25.45,2,52
India,83.3,17.7,4,28
India,83.3739,26.755,2,2
India,83.4333,17.8833,4,8
India,85.1167,25.6,3,8
India,86.7669,21.4581,0,5
India,88.0583,22.0253,3,16
Indonesia,105.933,-1.71667,1,5
Indonesia,110.89,-6.6164,1,10
Indonesia,116.5,1.5,3,3
Iran,45.0724,37.5553,1,5
Iraq,43.4931,34.9307,3,10
Ireland,-8.0,53.0,2,42
Ireland,-8.22194,53.0206,2,9
Ireland,-9.30583,53.9119,3,4
Israel,34.5715,31.6693,1,14
Israel,34.6667,29.0,3,8
Israel,34.75,31.5,2,9
Israel,35.0,31.75,1,5
Israel,35.1278,32.8389,1,20
Italy,10.2833,44.0667,3,10
Italy,12.4833,41.9,2,9
Italy,9.2,45.4667,3,8
Jamaica,-76.9469,17.8942,3,10
Jamaica,-77.0972,17.9092,3,8
Japan,135.5,34.6667,1,29
Japan,135.95,33.5833,0,50
Jersey,-2.12585,49.1961,2,96
Jordan,35.9333,31.95,1,10
Jordan,36.0,31.0,2,15
Kenya,35.8601,-1.07829,2,5
Kenya,36.4359,-0.716667,2,5
Kenya,37.1076,-0.369977,3,12
Kenya,38.0,1.0,2,204
Kenya,38.4619,-2.99208,2,17
Kenya,39.2758,-3.78298,2,24
Lebanon,35.5097,33.8719,4,6
Macau,113.55,22.1667,3,6
Madagascar,47.0,-20.0,2,13
Madagascar,49.4081,-18.1513,4,10
Malaysia,100.335,5.41123,1,10
Malaysia,101.25,3.35,2,10
Malaysia,101.7,3.16667,1,10
Malaysia,112.5,2.5,3,62
Mauritius,57.55,-20.2833,1,20
Mexico,-114.777,32.4631,1,28
Mexico,-99.1386,19.4342,2,34
Mexico,-99.8206,24.4458,1,6
Mongolia,105.0,46.0,0,30
Mozambique,37.4967,-14.1989,0,410
Myanmar,96.1561,16.8053,1,5
Namibia,14.5333,-22.6833,3,14
Nepal,85.3167,27.7167,1,2
Netherlands,5.75,52.5,1,178
NewZealand,171.283,-44.25,3,2
NewZealand,174.0,-41.0,1,66
NewZealand,174.583,-36.75,4,20
NewZealand,175.233,-41.1167,1,6
Nicaragua,-83.3833,12.4667,2,10
Nicaragua,-85.0,13.0,2,13
Nicaragua,-85.479,11.4887,2,48
Nigeria,8.0,10.0,2,62
NorthernMarianaIslands,144.888,19.4355,2,69
Norway,10.0,62.0,0,350
Norway,24.2833,70.45,2,20
Oman,58.0,25.0,1,10
Pakistan,67.05,24.8667,1,29
Pakistan,71.6469,34.1779,2,10
Pakistan,73.2145,34.1469,2,10
Panama,-78.25,9.25,3,10
PapuaNewGuinea,153.001,-11.5888,3,20
Peru,-76.4,-4.91667,2,10
Peru,-78.0,-5.0,2,4
Philippines,120.55,16.45,2,133
Philippines,121.069,14.659,2,4
Philippines,121.459,16.3342,2,1
Philippines,123.4,8.63333,1,39
Philippines,123.548,10.2219,2,2
Philippines,123.8,10.5167,2,16
Philippines,123.892,10.3111,1,4
Philippines,124.252,7.52139,2,6
Philippines,124.467,6.86667,2,2
Philippines,124.621,10.9486,1,4
Philippines,125.43,7.74306,2,4
Poland,21.0,52.25,2,20
Portugal,-7.5389,38.2167,3,15
Portugal,-8.0,39.5,3,80
Portugal,-9.42314,38.6974,3,10
PuertoRico,-66.4838,18.2359,1,123
Qatar,51.5333,25.2867,2,168
Russia,100.0,60.0,2,160
Russia,36.1873,51.7373,1,8
Russia,39.7257,43.5992,1,62
Rwanda,29.5,-1.5,4,10
Rwanda,29.5048,-2.631,2,10
Rwanda,29.5624,-2.6257,1,22
SaudiArabia,39.2192,21.5169,3,10
SaudiArabia,39.8261,21.4267,2,10
Singapore,102.0,4.0,1,5
Singapore,103.78,1.29611,1,4
SouthAfrica,18.2728,-32.9002,1,12
SouthAfrica,18.35,-34.0333,2,2
SouthAfrica,25.8771,-25.4543,0,4
SouthAfrica,27.1,-26.7167,1,4
SouthAfrica,29.4551,-31.2895,3,10
SouthKorea,127.384,37.1225,6,2
SouthKorea,128.651,37.4364,2,12
Spain,-15.4134,28.0997,1,12
Spain,-3.5992,37.1784,1,5
SriLanka,79.8822,6.8353,1,10
SriLanka,81.0,7.0,1,24
Sudan,30.7,12.4333,3,10
Suriname,-55.9167,5.8,3,10
Svalbard,20.0,78.0,0,10
Sweden,20.25,63.8333,3,10
Switzerland,6.14811,46.1956,2,18
Taiwan,121.0,23.5,1,34
Tajikistan,71.0,39.0,2,12
Tanzania,29.6167,-4.7,2,15
Tanzania,38.6667,-5.11667,2,20
Tanzania,39.2833,-6.8,1,29
Tanzania,39.3,-5.76667,2,5
Thailand,100.0,15.0,1,23
Thailand,102.896,17.2664,2,10
Thailand,99.4,9.21667,1,6
Thailand,99.8543,12.0828,2,13
Thailand,99.9989,13.3643,2,6
TrinidadandTobago,-61.0,11.0,1,250
TrinidadandTobago,-61.4344,10.7635,3,4
TrinidadandTobago,-61.5167,10.65,1,42
Turkey,27.6997,38.4953,0,10
UnitedArabEmirates,55.2529,25.1877,2,2
UnitedKingdom,-0.45,51.4667,1,13
UnitedKingdom,-1.03333,51.5667,1,5
UnitedKingdom,-1.16667,52.9667,3,2
UnitedKingdom,-1.7,52.6167,3,2
UnitedKingdom,-2.08333,51.9,1,2
UnitedKingdom,-2.37806,51.7325,3,10
UnitedKingdom,-2.58333,51.45,5,10
UnitedKingdom,-2.61667,59.15,3,10
UnitedKingdom,-2.93333,59.1667,2,4
UnitedKingdom,-3.2,55.95,2,14
UnitedKingdom,-4.06472,51.6622,1,10
UnitedKingdom,-4.15,57.55,3,10
UnitedKingdom,-4.73333,56.0167,5,8
UnitedKingdom,-5.75,55.4333,6,3
UnitedKingdom,-5.93333,54.5833,2,4
UnitedKingdom,-6.5,54.5,3,10
UnitedKingdom,0.05,52.2167,5,10
UnitedStates,-100.017,37.7528,2,3
UnitedStates,-102.366,43.1405,2,20
UnitedStates,-104.82,41.14,1,14
UnitedStates,-104.823,40.215,0,10
UnitedStates,-104.957,38.8597,3,40
UnitedStates,-104.985,39.7392,2,209
UnitedStates,-105.327,39.0646,2,525
UnitedStates,-108.317,41.2666,3,20
UnitedStates,-109.501,37.7505,2,6
UnitedStates,-109.867,42.6999,3,10
UnitedStates,-110.292,39.1666,1,15
UnitedStates,-110.326,46.9048,2,521
UnitedStates,-110.69,43.6844,7,10
UnitedStates,-110.784,32.9845,1,56
UnitedStates,-111.501,39.2505,3,6
UnitedStates,-111.818,39.1552,6,2
UnitedStates,-111.854,40.1135,2,279
UnitedStates,-112.074,33.4484,1,28
UnitedStates,-112.268,47.8,3,5
UnitedStates,-113.994,46.8721,1,4
UnitedStates,-114.007,48.0516,1,4
UnitedStates,-114.222,44.8752,1,10
UnitedStates,-114.51,44.2394,2,231
UnitedStates,-115.137,36.175,0,4
UnitedStates,-115.676,36.5874,4,4
UnitedStates,-116.447,47.9702,4,3
UnitedStates,-117.274,32.8473,2,20
UnitedStates,-118.097,33.9831,2,8
UnitedStates,-118.4,34.0736,2,3
UnitedStates,-118.451,32.8167,4,10
UnitedStates,-118.452,33.9803,4,3
UnitedStates,-118.738,34.1431,4,6
